row_id,interaction_id,run_interaction_id,span_selector,resolved_span_id,resolved_span_index,expected_project_id,expected_project_name_contains,expected_decision,actual_project_id,actual_project_name,actual_decision,actual_confidence,actual_prompt_version,actual_model_id,actual_reason_codes,actual_reasoning,char_start,char_end,has_expectation,is_correct,error,notes,tags
cll_06E47JAHBHSSXA44A650DZ6GF0_s0,cll_06E47JAHBHSSXA44A650DZ6GF0,cll_06E47JAHBHSSXA44A650DZ6GF0,span_index:0,ae6f6496-82a1-485b-87bb-f9befac7d23a,0,,Woodbery,,,,review,0.000,v1.8.0,claude-3-haiku-20240307,"{quote_unverified,weak_anchor,ambiguous_contact,model_error}","model_error: Expected ',' or '}' after property value in JSON at position 167 (line 5 column 64)",0,623,true,false,,I had a horse in my hand... looking over greg's email,subset:woodbery_gt_project
cll_06E47KQGN1SYDA3962CHHX2YY4_s0,cll_06E47KQGN1SYDA3962CHHX2YY4,cll_06E47KQGN1SYDA3962CHHX2YY4,span_index:0,4158f96a-4877-4b24-99cc-b3accbfd7877,0,,Woodbery,,,,review,0.000,v1.8.0,claude-3-haiku-20240307,"{quote_unverified,weak_anchor,ambiguous_contact,model_error}","model_error: Expected ',' or '}' after property value in JSON at position 156 (line 5 column 53)",0,401,true,false,,Bad service for ten more minutes... can i call you when i get stopped,subset:woodbery_gt_project
cll_06E47PRHV5R67DMHG19G8ZNYM8_s0,cll_06E47PRHV5R67DMHG19G8ZNYM8,cll_06E47PRHV5R67DMHG19G8ZNYM8,span_index:0,56f4942a-1724-49a6-91c8-6bed9f522616,0,,Woodbery,,7db5e186-7dda-4c2c-b85e-7235b67e06d8,Woodbery Residence,assign,0.900,v1.8.0,claude-3-haiku-20240307,,"The transcript contains multiple references to 'Woodbery' and 'Shayelyn Woodbery', which strongly indicates this conversation is about the Woodbery Residence project. The caller, Shayelyn Woodbery, is an anchored contact (fanout=1) on this project, further corroborating the attribution. The journal context for the Woodbery Residence also matches the discussion topics, including decisions around roof pitch and cementitious siding.",0,1159,true,true,,Looking at the email from greg... screen porch... steel sliders,subset:woodbery_gt_project
cll_06E47PRHV5R67DMHG19G8ZNYM8_s1,cll_06E47PRHV5R67DMHG19G8ZNYM8,cll_06E47PRHV5R67DMHG19G8ZNYM8,span_index:1,ed0cb66d-699c-4343-b5a5-ffc9cf212303,1,,Woodbery,,7db5e186-7dda-4c2c-b85e-7235b67e06d8,Woodbery Residence,assign,0.850,v1.8.0,claude-3-haiku-20240307,,"The transcript includes multiple references to 'Woodbery', 'Shayelyn Woodbery', and other evidence strongly indicating this conversation is about the Woodbery Residence project. Shayelyn Woodbery is an anchored contact, working on only this one project, which provides strong attribution. The project journal also references recent discussions around roof details, which aligns with the conversation topic.",1159,2319,true,true,,Screen porch to the awning... wood ceiling there,subset:woodbery_gt_project
cll_06E47QANSNT2VDMKRR898JBAXR_s0,cll_06E47QANSNT2VDMKRR898JBAXR,cll_06E47QANSNT2VDMKRR898JBAXR,span_index:0,91e9f00f-a64a-41af-a49f-5d3b78cea8c4,0,,Woodbery,,7db5e186-7dda-4c2c-b85e-7235b67e06d8,Woodbery Residence,assign,0.900,v1.8.0,claude-3-haiku-20240307,,"The transcript contains clear mentions of the homeowner Shayelyn Woodbery, which matches the Woodbery Residence project. The caller's identity as Shayelyn Woodbery, a homeowner with a fanout of 1, is strong evidence that this conversation is about the Woodbery Residence project. Additionally, the transcript includes phrases like 'Woodbery' and 'Woodberry' that match aliases for the Woodbery Residence project.",0,133,true,true,,Voicemail for Shayelin Woodberry,subset:woodbery_gt_project
cll_06E47R8S0NT854Z0VN6B3ASG3R_s0,cll_06E47R8S0NT854Z0VN6B3ASG3R,cll_06E47R8S0NT854Z0VN6B3ASG3R,span_index:0,ab8bd244-1f1d-45a7-bd2d-470c6e9f7754,0,,Woodbery,,7db5e186-7dda-4c2c-b85e-7235b67e06d8,Woodbery Residence,assign,0.900,v1.8.0,claude-3-haiku-20240307,,"The transcript contains multiple references to 'Woodbery' and 'Shayelyn Woodbery', which match the Woodbery Residence project. Zack Sittler's involvement as the general contractor also aligns with this project. The discussion around the ceiling and roof details further supports this attribution.",0,1944,true,true,,Phone on zero battery... can you hear me,subset:woodbery_gt_project
cll_06E47R8S0NT854Z0VN6B3ASG3R_s1,cll_06E47R8S0NT854Z0VN6B3ASG3R,cll_06E47R8S0NT854Z0VN6B3ASG3R,span_index:1,0f42a3f7-ac3b-47c6-a99f-d69abd1ffffe,1,,Woodbery,,7db5e186-7dda-4c2c-b85e-7235b67e06d8,Woodbery Residence,assign,0.900,v1.8.0,claude-3-haiku-20240307,,"The transcript contains several strong anchors for the Woodbery Residence project, including the client names 'Shayelyn Woodbery' and 'david', as well as references to 'Woodbery' and 'the Woodbery job'. The contact, Zack Sittler, is a floater (fanout>=5) so his identity is not a strong signal, but the transcript evidence is sufficient to confidently attribute this conversation to the Woodbery Residence project.",1944,20400,true,true,,Treatment carried the whole way across the back of the house,subset:woodbery_gt_project
cll_06E4GKKYX9RAD8YPPTX58737G8_s0,cll_06E4GKKYX9RAD8YPPTX58737G8,cll_06E4GKKYX9RAD8YPPTX58737G8,span_index:0,2ead5db9-4d7d-430a-9cd1-3f1d0e6268b5,0,,Woodbery,,310a3768-d7c0-4e72-88d0-aa67bf4d1b05,Winship Residence,assign,0.800,v1.11.0,claude-3-haiku-20240307,,"The transcript mentions 'Bethany' and 'Bethany Road', which match the address of the Winship Residence project. Additionally, the project journal indicates there are active commitments and updates related to Zack Sittler visiting the Bethany Road site, further corroborating this as the project being discussed.",0,1765,true,false,,Guy on a blower... sent you those pictures again,subset:woodbery_gt_project
cll_06E4GKKYX9RAD8YPPTX58737G8_s1,cll_06E4GKKYX9RAD8YPPTX58737G8,cll_06E4GKKYX9RAD8YPPTX58737G8,span_index:1,3f8f4280-277b-4f6d-9699-55135d09f041,1,,Woodbery,,,,review,0.700,v1.11.0,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact,bizdev_without_commitment}","The conversation appears to be focused on discussing design details and construction challenges for a project, with references to a 'vault' in the ceiling and the need to adjust the roof pitch. The journal context for the Winship Residence project indicates recent updates and commitments related to the homeowner and Zack Sittler's involvement, which aligns with the discussion. While the contact (Brian Dove) is a 'floater' who works on multiple projects, the transcript contains specific quotes that corroborate this project attribution. BizDev prospect gate held project assignment (looking at; commitment_terms=none).",1765,3609,true,false,,Upper sitting room... vaulted ceiling... roof system,subset:woodbery_gt_project
cll_06E4GKKYX9RAD8YPPTX58737G8_s2,cll_06E4GKKYX9RAD8YPPTX58737G8,cll_06E4GKKYX9RAD8YPPTX58737G8,span_index:2,6e0222de-2ebb-47e0-8239-6a0011268734,2,,Woodbery,,310a3768-d7c0-4e72-88d0-aa67bf4d1b05,Winship Residence,review,0.800,v1.11.0,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact}","The transcript contains multiple references to an 'EWP' (presumably engineered wood product) and discussions around the roof structure, which matches the open journal claims for the Winship Residence project. Additionally, the mention of 'Bethany Road' provides a geographic anchor to that project.",3609,4914,true,false,,Tray instead of a vault... roof pitch came down,subset:woodbery_gt_project
cll_06E4JQ54RDWF79Z6N765MV2SR0_s0,cll_06E4JQ54RDWF79Z6N765MV2SR0,cll_06E4JQ54RDWF79Z6N765MV2SR0,span_index:0,e29a2a59-4629-4a28-93b8-cf43a098c42e,0,,Woodbery,,7db5e186-7dda-4c2c-b85e-7235b67e06d8,Woodbery Residence,review,0.750,v1.8.0,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact,geo_only}","The transcript contains several strong anchors for the Woodbery Residence project, including the mention of 'enterprise' and the contact 'Taylor Shannon' who is assigned to the Woodbery project. The journal context also provides corroborating information about recent commitments and decisions for this project.",0,785,true,true,,Robin said she was gonna give me her daughter full time,subset:woodbery_gt_project
cll_06E4JV04T9WE1EXZ5YC3H53T5R_s0,cll_06E4JV04T9WE1EXZ5YC3H53T5R,cll_06E4JV04T9WE1EXZ5YC3H53T5R,span_index:0,abb9a16a-ec2b-443e-a6dc-0a19cfe6b485,0,,Woodbery,,7db5e186-7dda-4c2c-b85e-7235b67e06d8,Woodbery Residence,assign,0.850,v1.8.0,claude-3-haiku-20240307,,"The transcript contains multiple explicit references to 'Woodbery', which is a project alias for the Woodbery Residence. Additionally, the caller Zack Sittler is a known contact for the Woodbery Residence project, although his overall contact count makes him a 'floater' rather than an 'anchored' contact. The conversation also touches on topics like framing that match recent journal claims for the Woodbery Residence, further strengthening the attribution.",0,1385,true,true,,Is there anything we need to talk about... the stuff with the framer,subset:woodbery_gt_project
cll_06E4K02P55WQZ1JN7SAVZ3D318_s0,cll_06E4K02P55WQZ1JN7SAVZ3D318,cll_06E4K02P55WQZ1JN7SAVZ3D318,span_index:0,246849cc-97be-41b5-ab4e-bb3d8e5df52e,0,,Woodbery,,,,review,0.850,v1.11.0,claude-3-haiku-20240307,{bizdev_without_commitment},"The transcript contains several strong anchors pointing to the Woodbery Residence project. The caller's name, Shayelyn Woodbery, is a clear match to the client for that project. The conversation also references specific construction details like the 'groin vaults' in the 'bedroom' and 'dining room', which directly align with open claims in the project's journal context. While other projects were considered, the combination of the contact's strong affinity to the Woodbery Residence and the corroborating technical details in the transcript provide a clear attribution. BizDev prospect gate held project assignment (looking at; commitment_terms=none).",0,1529,true,false,,We can wait till thursday... one thing that's simple,subset:woodbery_gt_project
cll_06E4K02P55WQZ1JN7SAVZ3D318_s1,cll_06E4K02P55WQZ1JN7SAVZ3D318,cll_06E4K02P55WQZ1JN7SAVZ3D318,span_index:1,0954ca0d-70a3-43db-988a-48a7beb6edd9,1,,Woodbery,,7db5e186-7dda-4c2c-b85e-7235b67e06d8,Woodbery Residence,assign,0.850,v1.11.0,claude-3-haiku-20240307,,"The transcript contains multiple explicit references to 'Shayelyn Woodbery' and 'Woodbery', which strongly indicates the Woodbery Residence project. The caller's anchored status and the project's active journal context further support this attribution.",1529,2136,true,true,,Haven't framed those roofs yet... standing on a ladder showing tick marks,subset:woodbery_gt_project
cll_06E4K02P55WQZ1JN7SAVZ3D318_s2,cll_06E4K02P55WQZ1JN7SAVZ3D318,cll_06E4K02P55WQZ1JN7SAVZ3D318,span_index:2,2f566b9a-94e5-4b56-87e8-352c1c3fdd08,2,,Woodbery,,7db5e186-7dda-4c2c-b85e-7235b67e06d8,Woodbery Residence,review,0.900,v1.11.0,claude-3-haiku-20240307,{weak_anchor},"The transcript contains multiple references to specific details about the Woodbery Residence project, including a discussion of ceiling heights, window placement, and roofing. Additionally, the caller Shayelyn Woodbery is a confirmed contact on the Woodbery Residence project, providing a strong anchor. The journal context for the Woodbery Residence also aligns with the topics discussed in the transcript.",2136,4250,true,true,,Caulk line to the ceiling... dormers or slants... crown,subset:woodbery_gt_project
cll_06E4K02P55WQZ1JN7SAVZ3D318_s3,cll_06E4K02P55WQZ1JN7SAVZ3D318,cll_06E4K02P55WQZ1JN7SAVZ3D318,span_index:3,fd1e9a6e-4ccb-4961-85e8-5f4db689e15e,3,,Woodbery,,7db5e186-7dda-4c2c-b85e-7235b67e06d8,Woodbery Residence,review,0.800,v1.11.0,claude-3-haiku-20240307,{weak_anchor},"The transcript references adjustments to the window trim and ceiling, which matches recent claims in the Woodbery Residence project journal about changes to the roof pitch and window heights. The contact, Shayelyn Woodbery, is also known to work solely on the Woodbery Residence project, providing a strong identity signal.",4250,4650,true,true,,Seven inches difference... exterior elevation... window would hit on the plan,subset:woodbery_gt_project
cll_06E4KKW99NYTS04NN3SMEFYAYG_s0,cll_06E4KKW99NYTS04NN3SMEFYAYG,cll_06E4KKW99NYTS04NN3SMEFYAYG,span_index:0,fd0f4b67-798a-48e1-921d-db623d2b9b06,0,,Woodbery,,7db5e186-7dda-4c2c-b85e-7235b67e06d8,Woodbery Residence,assign,0.900,v1.8.0,claude-3-haiku-20240307,,"The transcript contains multiple explicit references to 'Woodbery' and 'Shayelyn', which strongly indicates the Woodbery Residence project. The conversation discusses issues with vendor invoices and receipts, which matches the recent journal claims for that project.",0,1330,true,true,,Wanna get you a check for thursday... robin's latest invoice... buildertrend,subset:woodbery_gt_project
cll_06E4KKW99NYTS04NN3SMEFYAYG_s1,cll_06E4KKW99NYTS04NN3SMEFYAYG,cll_06E4KKW99NYTS04NN3SMEFYAYG,span_index:1,8133804a-15a2-413f-8b73-b7fcb1a87b10,1,,Woodbery,,7db5e186-7dda-4c2c-b85e-7235b67e06d8,Woodbery Residence,assign,0.900,v1.8.0,claude-3-haiku-20240307,,"The transcript contains several explicit references to the 'Woodbery' project, including mentions of 'Shayelyn Woodbery' and 'David'. Additionally, the discussion around reviewing invoices and payments aligns with the recent journal claims for the Woodbery Residence project.",1330,5346,true,true,,J and j invoices... blocking sand and mortar for you,subset:woodbery_gt_project
cll_06E037QYADVR75Q0E6E5P8S058_s0,cll_06E037QYADVR75Q0E6E5P8S058,cll_06E037QYADVR75Q0E6E5P8S058,span_index:0,60159610-b4cd-4f9b-b350-d8cec37a7c81,0,,Woodbery,,159ae416-b397-48a0-97dd-cf1249119715,Sittler Residence (Madison),review,0.800,v1.8.0,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact}","The transcript contains multiple references to adding joists and discussing specific materials that match the Sittler Residence (Madison) project's recent journal context. The contact is a floater, but the strong transcript evidence outweighs the anti-signal from their contact fanout.",0,1563,true,false,,SITTLER STAFF LEAK + CONTACT ANCHORING: Pipeline attributed Sittler@0.80 — this is a staff-name leak (Sittler is a staff member now blocklisted). Brian Dove = FRAMING SUB for Woodbery. He talked to Hector about 'those three' structural elements. Woodbery is in FRAMING PHASE — this is exactly the kind of work Brian does there. [SYSTEMIC FIX NEEDED: (1) Sittler blocklist now deployed — will fix going forward. (2) Brian Dove should be contact-anchored to Woodbery via call history. (3) Phase awareness: framing discussion + framing-phase project = strong match.],subset:woodbery_gt_project
cll_06E037QYADVR75Q0E6E5P8S058_s1,cll_06E037QYADVR75Q0E6E5P8S058,cll_06E037QYADVR75Q0E6E5P8S058,span_index:1,bc04ddb8-51c7-46f0-9ca0-75508a2a6b3d,1,,Woodbery,,159ae416-b397-48a0-97dd-cf1249119715,Sittler Residence (Madison),review,0.800,v1.8.0,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact}","The conversation appears to be about the Sittler Residence (Madison) project based on several factors: 1) The transcript contains multiple mentions of details that match the project journal, such as the range placement, the beam in the middle of the island, and the need to add joists. 2) The contact, Brian Dove, is a 'floater' (fanout 8) so his identity is an anti-signal, making the transcript anchors the stronger evidence.",1563,2775,true,false,,SITTLER LEAK: Pipeline said Sittler@0.80 again. Brian Dove discussing kitchen structural — range and island beam supports. This is Woodbery framing work. [CONTACT+PHASE: Brian Dove + structural/framing topics = Woodbery. Call patterns over time make this unambiguous.],subset:woodbery_gt_project
cll_06E037QYADVR75Q0E6E5P8S058_s2,cll_06E037QYADVR75Q0E6E5P8S058,cll_06E037QYADVR75Q0E6E5P8S058,span_index:2,581b0aa2-cff4-4024-a4e3-08c3590d4e8f,2,,Woodbery,,159ae416-b397-48a0-97dd-cf1249119715,Sittler Residence (Madison),review,0.750,v1.8.0,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact}","The conversation discusses topics that match the open journal claims for the Sittler Residence (Madison) project, such as the range specifications, window framing, and rough-cut lumber framing. While the contact is a floater, the specific transcript evidence and journal context provide strong support for attributing this call to the Sittler Residence (Madison) project.",2775,21738,true,false,,SITTLER LEAK: Study area / range supports — continuation of Woodbery framing discussion. Pipeline said Sittler@0.75. [SAME-CALL CONTINUITY: all 3 spans in this Brian Dove call are Woodbery framing],subset:woodbery_gt_project
cll_06E0BSE2Y9R8FAM7RS5KD0BQAM_s0,cll_06E0BSE2Y9R8FAM7RS5KD0BQAM,cll_06E0BSE2Y9R8FAM7RS5KD0BQAM,span_index:0,fbd3379d-5ab2-4717-ad05-29a634715337,0,,Woodbery,,,,review,0.000,v1.8.0,claude-3-haiku-20240307,"{quote_unverified,weak_anchor,ambiguous_contact,model_error}","model_error: Expected ',' or '}' after property value in JSON at position 168 (line 5 column 65)",0,1231,true,false,,Brian Dove second call — headers / nine foot framing discussion. Pipeline gave no project@0.00. Brian is framing Woodbery — this is clearly framing-scope work. [CONTACT ANCHORING: Brian Dove's call history on Jan 28 is ALL Woodbery framing. Temporal clustering of calls from same sub to same project should create strong prior.],subset:woodbery_gt_project
cll_06E0BSE2Y9R8FAM7RS5KD0BQAM_s1,cll_06E0BSE2Y9R8FAM7RS5KD0BQAM,cll_06E0BSE2Y9R8FAM7RS5KD0BQAM,span_index:1,6cef3fd6-99d8-40e3-aa64-bf99923f75da,1,,Woodbery,,159ae416-b397-48a0-97dd-cf1249119715,Sittler Residence (Madison),review,0.800,v1.8.0,claude-3-haiku-20240307,"{weak_anchor,ambiguous_contact,geo_only}","The transcript mentions details about window heights and a client's preferences that match the recent journal claims for the Sittler Residence (Madison) project. This, combined with the project contact's location in Oconee County, provides strong evidence that this conversation is about the Sittler Residence (Madison) project.",1231,2903,true,false,,SITTLER LEAK: Scullery windows / head height. Pipeline said Sittler@0.80. 'Her husband likes it better' = Woodbery client preference. Brian Dove framing Woodbery scullery. [PHASE AWARENESS: 'framed the windows in the scullery' = framing phase work = Woodbery. Sittler attribution is pure staff-name leak.],subset:woodbery_gt_project
cll_06E09PKMFHW0H1KC05G69DQ9Z4_s0,cll_06E09PKMFHW0H1KC05G69DQ9Z4,cll_06E09PKMFHW0H1KC05G69DQ9Z4,span_index:0,4beb60df-e4a6-4916-b2dc-800efad70d0d,0,,Woodbery,,7db5e186-7dda-4c2c-b85e-7235b67e06d8,Woodbery Residence,assign,0.800,v1.8.0,claude-3-haiku-20240307,,"The transcript contains multiple references to 'Woodbury' and 'the horse barn', which strongly suggest the Woodbery Residence project. There are no clear references to any other candidate project.",0,1937,true,true,,'Woodbury's horse barn' explicit mention. Pipeline correct Woodbery@0.80. Randy is down in Sparta (Skelton area). [NOTE: Randy's location in Sparta is a cross-project reference but the span topic is clearly Woodbery horse barn.],subset:woodbery_gt_project
cll_06E09YE4NSW4156B8JW1ZQCFHM_s0,cll_06E09YE4NSW4156B8JW1ZQCFHM,cll_06E09YE4NSW4156B8JW1ZQCFHM,span_index:0,fcd3d7dc-747f-4f39-b57d-2ab0554a78f5,0,,Woodbery,,7db5e186-7dda-4c2c-b85e-7235b67e06d8,Woodbery Residence,review,0.800,v1.8.0,claude-3-haiku-20240307,"{quote_unverified,weak_anchor}","The transcript mentions Shayelyn Woodbery, who is an anchored (fanout=1) contact on the Woodbery Residence project. The conversation references meeting with Meg and a client named Alicia, which aligns with the journal context for the Woodbery Residence project, where Shayelyn recently had a commitment to do something on Thursday. While no exact project name is mentioned, the transcript provides strong evidence that this call is about the Woodbery Residence project.",0,1913,true,true,,Shayelyn Woodbery live call — met with Anthony / appliance specs. [RULE: Shayelyn Woodbery = Woodbery client. All live conversation with Shayelyn = Woodbery.],subset:woodbery_gt_project
